definition,id,part_of_speech,ruthes_name
в СССР и ряде других стран — член политизированной иерархической детской организации,125680-N,N,ПИОНЕР (ЧЛЕН ДЕТСКОЙ ОРГАНИЗАЦИИ)
"физическое или юридическое лицо, сдающее собственность в аренду",4646-N,N,АРЕНДОДАТЕЛЬ
"об избирательном округе — такой, от которого по мажоритарной системе избирается один депутат",3882-N,N,ОДНОМАНДАТНЫЙ ИЗБИРАТЕЛЬНЫЙ ОКРУГ
,9081-N,N,ЭНЕРГОПОТРЕБЛЕНИЕ
,101653-N,N,ВИЛЮЙ
"застёжка, обычно в виде твёрдого предмета округлой или продолговатой формы, продеваемого в петлю",109168-N,N,ПУГОВИЦА
,123584-N,N,КАСКАД (СЛОЖНЫЙ ЗРЕЛИЩНЫЙ ТРЮК)
человек неотличимый или очень похожий на другого внешне или внутренне (в сочетаниях требует притяжательной конструкции или родительного падежа: ''чей-то'' двойник или двойник ''кого-то''),130754-N,N,ДВОЙНИК (ЧЕЛОВЕК)
"требование, приглашение явиться куда-либо",120015-N,N,ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
,150173-N,N,ПОДАРОК СУДЬБЫ
,104882-N,N,НАНТ
,134199-N,N,"ПРОРИСОВАТЬ (ПРОВЕСТИ ЯСНЫЕ, ОТЧЕТЛИВЫЕ ЧЕРТЫ НА РИСУНКЕ)"
"совокупность каких-либо объектов, образующих единое целое",107460-N,N,СОСТАВ (ПРОДУКТ СОЕДИНЕНИЯ)
,143606-N,N,МАНОК (ЗВУЧАЩАЯ ПРИМАНКА)
,150776-N,N,ВИДЫ КРЕДИТОВ
"манера, характер произнесения",107120-N,N,"ВЫГОВОР, ПРОИЗНОШЕНИЕ"
,114293-N,N,ПРИМА-БАЛЕРИНА
,6313-N,N,ВЕРХОВНЫЙ ГЛАВНОКОМАНДУЮЩИЙ
,151615-N,N,СОВКА (ПТИЦА)
,132202-N,N,"ЛУКОВИЦА, ГОЛОВКА ЛУКА"
"представление чего-либо (физического процесса, явления и т. п.) в форме, удобной для наблюдения",136166-N,N,ВИЗУАЛИЗАЦИЯ
cпециальная установка для сборки и испытания машин,139391-N,N,ИСПЫТАТЕЛЬНЫЙ СТЕНД
,106833-N,N,ВОЛНЕНИЕ (ЧУВСТВО)
,131792-N,N,ИСКУПИТЬ ВИНУ
"объединение лиц, учреждений, организаций и т. п. для достижения общей цели",106667-N,N,"ОБЩЕСТВО, ОБЪЕДИНЕНИЕ"
индивидуальное личное развитие каждого отдельно взятого человека,6854-N,N,ЧАСТНАЯ ЖИЗНЬ
,139953-N,N,БУРЖУАЗНОЕ ОБЩЕСТВО
"банда, организованная группировка, тайно и в нарушение закона действующая в своих интересах",7889-N,N,МАФИОЗНАЯ ГРУППИРОВКА
,4578-N,N,КОЖЕВЕННО-МЕХОВОЕ СЫРЬЕ
,118837-N,N,"ОЧЕВИДНЫЙ, БЕССПОРНЫЙ"
,112544-N,N,БАХЧЕВОДСТВО
,100690-N,N,ОСТРОГОЖСК
,144303-N,N,САМОЗАНЯТОСТЬ
,141259-N,N,УЧАСТНИК ВНЕШНЕЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ
,4338-N,N,ЛЕСНОЙ ПИТОМНИК
,146702-N,N,САМОКАТ
,6442-N,N,РАБОТНИК СУДЕБНЫХ ОРГАНОВ
,115646-N,N,АДРЕС (МЕСТОНАХОЖДЕНИЕ ИЛИ ОБОЗНАЧЕНИЕ)
,151453-N,N,ПОЛОСА НЕВЕЗЕНИЯ
,143688-N,N,ТРИДЦАТКА
,104761-N,N,ТАЙБЕЙ
"красно-бурый налёт на поверхности железа, образующийся вследствие медленного окисления и разрушающе действующий на металл",109929-N,N,РЖАВЧИНА
,101403-N,N,КОРЯКСКИЙ АВТОНОМНЫЙ ОКРУГ
,143685-N,N,СВЯТКИ
,150011-N,N,КРЕДИТ БАНКА РОССИИ
,125353-N,N,БЕСПЕРЕБОЙНЫЙ
,110380-N,N,ЛАВАШ
,129632-N,N,ГРАЖДАНСКИЙ САМОЛЕТ
отделение милиции,145300-N,N,ОТДЕЛЕНИЕ ПОЛИЦИИ
,135071-N,N,ВИЦЕ-ГУБЕРНАТОР
,142566-N,N,АНКОРИДЖ
нарушение ритма,125067-N,N,СЕРДЕЧНАЯ АРИТМИЯ
"место, где рейсовый пассажирский транспорт набирает и высаживает пассажиров",106619-N,N,МЕСТО ОСТАНОВКИ
,3132-N,N,ПОЧТОВЫЙ АДРЕС
"должностное лицо, занимающееся надзором, контролем",114679-N,N,ИНСПЕКТОР
знание правил поведения и умение вести себя в обществе; благовоспитанность,125218-N,N,ВОСПИТАННЫЙ
,148603-N,N,ФРОНТМЕН ГРУППЫ
"космический аппарат, обращающийся вокруг планеты",2497-N,N,ИСКУССТВЕННЫЙ СПУТНИК ЗЕМЛИ
стол (как правило с бортами и лузами и обтянутый сукном) для такой игры,126642-N,N,БИЛЬЯРДНЫЙ СТОЛ
"двигатель, основанный на расширении воды и пара при нагревании",143510-N,N,ПАРОВОЙ ДВИГАТЕЛЬ
,146129-N,N,ВРЕДНЫЙ ОРГАНИЗМ
"бросая, размещать по поверхности, бросать в несколько приёмов в разных направлениях; раскидывать",112004-N,N,"РАЗБРОСАТЬ, РАСШВЫРЯТЬ"
"деталь технического устройства, имеющая форму трубки, цилиндра",147380-N,N,ГИЛЬЗА (ДЕТАЛЬ)
,4419-N,N,СЕЛЬСКОХОЗЯЙСТВЕННАЯ УБОРОЧНАЯ ТЕХНИКА
"выздороветь, восстановить свои силы и здоровье; прийти в себя после какого-либо потрясения",125806-N,N,"ВЫЗДОРОВЕТЬ, ВЫЛЕЧИТЬСЯ"
,110609-N,N,ИМЯ СУЩЕСТВИТЕЛЬНОЕ
,144002-N,N,ПРОТОТИП (ПЕРВОНАЧАЛЬНЫЙ ОБРАЗЕЦ)
слоняться ходить без дела,154142-N,N,БОЛТАТЬСЯ БЕЗ ДЕЛА
"копировальная машина, копир",126759-N,N,КСЕРОКС
денежная единица Великобритании и ряда других стран,103560-N,N,ФУНТ СТЕРЛИНГОВ
,103594-N,N,МАНЧЕСТЕР
,114478-N,N,УЧЕБНОЕ ПОСОБИЕ
,125193-N,N,"НИЩЕТА, КРАЙНЯЯ БЕДНОСТЬ"
,996-N,N,ЭКОЛОГИЧЕСКАЯ НАУКА
"отсутствие рассудительности, склонность к безрассудным поступкам; неосмотрительность",119298-N,N,БЕЗРАССУДНЫЙ ПОСТУПОК
"монотеистическая религия, признающая Мухаммада пророком; одна из основных религий мира",1128-N,N,ИСЛАМ
"одна из двух верхних конечностей человека, от плеча до конца пальцев",107722-N,N,РУКА (КОНЕЧНОСТЬ)
,105449-N,N,ЯПОНЦЫ
,9395-N,N,ЛИНЕЙНАЯ АЛГЕБРА
,138265-N,N,ВЕСТ-ИНДИЯ
,116090-N,N,"КОНСУЛЬТИРОВАТЬ, ДАВАТЬ КОНСУЛЬТАЦИЮ"
,139206-N,N,НОВГОРОДЦЫ
"часть кисти руки, соединяющая кости предплечья с пястью",109650-N,N,ЗАПЯСТЬЕ
,104393-N,N,ВАЛЛЕТТА
"информация, предназначенная для популяризации образа компании или ее продуктов либо определённой личности, а также область деятельности, связанная с распространением такой информации",151448-N,N,СВЯЗИ С ОБЩЕСТВЕННОСТЬЮ
,102440-N,N,ВЛАДИВОСТОК
"гоня, удалить, заставить уйти",115247-N,N,"ГНАТЬ, ВЫГОНЯТЬ"
"сохранившийся в естественном, первоначальном состоянии; девственный, нетронутый",119680-N,N,"ДЕВСТВЕННЫЙ (НЕТРОНУТЫЙ, НЕВОЗДЕЛАННЫЙ)"
,126528-N,N,КОСТАРИКАНЦЫ (ГРАЖДАНЕ КОСТА-РИКИ)
,242-N,N,ГОРОД
,119746-N,N,УДОБНЫЙ ДЛЯ ПОЛЬЗОВАНИЯ
,111669-N,N,ПРИКРЕПИТЬСЯ (ПРОЧНО ПРИСОЕДИНИТЬСЯ)
,117454-N,N,РЕТУШИРОВАТЬ
,127574-N,N,ШЕНГЕНСКОЕ СОГЛАШЕНИЕ
,7186-N,N,ПОЕЗДНАЯ БРИГАДА
,139825-N,N,РАЗРЫВ (НЕСООТВЕТСТВИЕ)
"совокупность людей, образующих однородную в каком-либо отношении группу",118774-N,N,КОНТИНГЕНТ (СОВОКУПНОСТЬ ЛЮДЕЙ)
,151506-N,N,УТОПИЧЕСКИЕ ПРЕДСТАВЛЕНИЯ
план выполнения какой-либо последовательности действий с точным указанием сроков и содержания отдельных этапов,107151-N,N,ГРАФИК (ПЛАН РАБОТ)
,125953-N,N,ГРИФ МУЗЫКАЛЬНОГО ИНСТРУМЕНТА
крытое нежилое помещение для хозяйственных нужд,115062-N,N,САРАЙ (ПОСТРОЙКА)
,497-N,N,СТОЧНЫЕ ВОДЫ
первое публичное выступление или проявление субъекта в каком-либо качестве,117725-N,N,ДЕБЮТИРОВАТЬ
,112186-N,N,СТАНДАРТИЗАЦИЯ
,149574-N,N,ТЕОРЕТИЧЕСКОЕ ИССЛЕДОВАНИЕ
,128520-N,N,ВИДЕОИЗОБРАЖЕНИЕ
растение семейства паслёновых,144207-N,N,СТРУЧКОВЫЙ ПЕРЕЦ (ПЛОД)
"наука о языке, языковедение, языкознание",1388-N,N,ЛИНГВИСТИКА
,1847-N,N,НАКАЗАНИЕ
,4570-N,N,ТОКСИН
"спортивный снаряд в художественной гимнастике или в цирковом искусстве, по форме напоминающий булаву",125483-N,N,ГИМНАСТИЧЕСКАЯ БУЛАВА
план проведения какого-либо мероприятия,114772-N,N,СЦЕНАРИЙ ДЕЙСТВИЙ
,124402-N,N,СУБЪЕКТИВИЗМ (ФИЛОСОФСКОЕ УЧЕНИЕ)
,106766-N,N,ВРОЖДЕННАЯ СПОСОБНОСТЬ
,126070-N,N,ПОПАДАТЬ В ЦЕЛЬ
,153684-N,N,ОТКАЗ ОТ НАСИЛИЯ
,101134-N,N,ЗЕЛЕНОГРАДСК
"частые повторяющиеся звуки, похожие на звуки рассыпающихся шариков (трель, щелкотня, бой)",113547-N,N,ДРОБЬ (ЗВУК)
,133582-N,N,ПАРАЛЛЕЛЬНАЯ ПРЯМАЯ
"постоянный состав сотрудников организации, предприятия и т. п.",876-N,N,ПОСТОЯННЫЕ КАДРЫ
,5591-N,N,ПРИРОДНО-ГЕОГРАФИЧЕСКАЯ ЗОНА
,121153-N,N,ЕДИНОВЕРЕЦ
"провести, нарисовать что-либо по контуру какого-либо существующего изображения",117231-N,N,"ОЧЕРТИТЬ, ОБВЕСТИ ЛИНИЕЙ"
,5300-N,N,НЕРЕСТ
,102019-N,N,"ИСТРА, ПРИТОК МОСКВЫ-РЕКИ"
левый или правый передний край застёгивающейся спереди одежды,118021-N,N,БОРТ ОДЕЖДЫ
,10003-N,N,ЭНТОМОЛОГ
обрабатывать твёрдую поверхность трением с целью придать ей гладкость и блеск,3037-N,N,ШЛИФОВАНИЕ ПОВЕРХНОСТИ
,7579-N,N,МОРСКОЙ ПУТЬ
"воинский строй, построение шеренгой",118697-N,N,ФРОНТ (ВОИНСКИЙ СТРОЙ)
,108702-N,N,ШМЕЛЬ
хитрый поступок,107348-N,N,ТРЮК (ХИТРЫЙ ПОСТУПОК)
титул главы средневекового монашеского или рыцарского ордена,141707-N,N,МАГИСТР ОРДЕНА
,102345-N,N,САХАЛИН
,144988-N,N,ГОРОД БОСНИИ И ГЕРЦЕГОВИНЫ
"подражать кому-либо (в движениях, походке, голосе, мимике и т. п.); точно воспроизводить чью-либо манеру поведения",118334-N,N,КОПИРОВАТЬ (ПОДРАЖАТЬ)
,111615-N,N,ЗАБОЛЕТЬ БОЛЕЗНЬЮ
начальное или среднее учебное заведение,123-N,N,ШКОЛА
