,child_id,parent_id,child_context,parent_context
6767,"ТАЛАНТЛИВЫЙ, ТАЛАНТЛИВО ВЫПОЛНЕННЫЙ","ОТЛИЧНЫЙ, ПРЕВОСХОДНЫЙ",,
6768,БЕСПОДОБНЫЙ,"ОТЛИЧНЫЙ, ПРЕВОСХОДНЫЙ","А с 1 января введён бесподобный, единственный в своём роде во",
6769,ИЗБИРАТЕЛЬНЫЙ ОКРУГ,ОКРУГ (ПОДРАЗДЕЛЕНИЕ ГОСУДАРСТВЕННОЙ ТЕРРИТОРИИ), IV.  БУТЫРСКИЙ ИЗБИРАТЕЛЬНЫЙ ОКРУГ Отрывок из очерка Комментарии Л.КУЗНЕЦОВОЙ ,
6770,АВТОНОМНЫЙ ОКРУГ РФ,ОКРУГ (ПОДРАЗДЕЛЕНИЕ ГОСУДАРСТВЕННОЙ ТЕРРИТОРИИ),,
6771,ФЕДЕРАЛЬНЫЙ ОКРУГ,ОКРУГ (ПОДРАЗДЕЛЕНИЕ ГОСУДАРСТВЕННОЙ ТЕРРИТОРИИ),"суперуниверситетов ― по одному на каждый федеральный округ и, допустим, еще четыре",
6772,СЦЕНИЧЕСКИЙ МОНОЛОГ,МОНОЛОГ,,
6773,АГРЕССИВНЫЙ (ВРАЖДЕБНЫЙ),ВРАЖДЕБНО НАСТРОЕННЫЙ,,
6774,ЭКСЦЕНТРИК,КОМЕДИЙНЫЙ АКТЕР,"него начиналась новая генерация клоунов.  Эксцентрик, жонглёр, мим…  В дальнейшем Марчевский",
6775,РАЗГРАНИЧИТЬ (ТОЧНО ОПРЕДЕЛИТЬ),"ОПРЕДЕЛИТЬ, ДАТЬ ОПРЕДЕЛЕНИЕ",,
6776,ФЕСТИВАЛЬ,ВСТРЕЧА (СОБРАНИЕ)," Группа ""ПОСЛУШАЙТЕ!"" и фестиваль ""Genius Loci"".   Вчера позвонил мне",
6777,АУДИЕНЦИЯ,ВСТРЕЧА (СОБРАНИЕ),"совершенно недоступным.  Женщины поняли, что аудиенция окончена.  Они встали, и самая",
6778,МЕЖДУСОБОЙЧИК,ВСТРЕЧА (СОБРАНИЕ)," [ЭХО, nick]   Или это какой-то корпоративный междусобойчик, или недомоглись в «одноклассниках» наобщаться",
6779,ВЕДУЩИЙ МЕРОПРИЯТИЯ,ШОУМЕН," Ведущий мероприятия Андрей Вульф констатировал, что",
6780,ФУТБОЛКА,СПОРТИВНЫЕ ТРИКОТАЖНЫЕ ИЗДЕЛИЯ," Футболка с длинными рукавами, плотно облегающая",
6781,КУПАЛЬНИК,СПОРТИВНЫЕ ТРИКОТАЖНЫЕ ИЗДЕЛИЯ,"Американцы описывали бикини так: ""Раздельный купальник, который рассказывает о женщине всё",
6782,ФАСОВКА ТОВАРА,УПАКОВКА ТОВАРА,,
6783,СЧЕТ-ФАКТУРА,ТОВАРОСОПРОВОДИТЕЛЬНАЯ ДОКУМЕНТАЦИЯ,"Покупателем продукции является накладная и счёт-фактура, подписанные представителями Покупателя и Продавца",
6784,ЛЮЦЕРНА,БОБОВАЯ КУЛЬТУРА,"бактерией-ризобией Mesorhizobium loti, а люцерна (Medicago truncatula) ― с бактерией Sinorhizobium",
6785,ЗЕРНОБОБОВАЯ КУЛЬТУРА,БОБОВАЯ КУЛЬТУРА,,
6786,КЛЕВЕР,БОБОВАЯ КУЛЬТУРА,"среди газонных трав очаровательно смотрятся клевер ползучий, дикая маргаритка и вероника",
6787,АРАХИС (РАСТЕНИЕ),БОБОВАЯ КУЛЬТУРА,,
6788,БЕСХИТРОСТНЫЙ,"ЧИСТОСЕРДЕЧНЫЙ, ИСКРЕННИЙ, ОТКРОВЕННЫЙ"," Вместо этого используется бесхитростный критерий ""внешнего сходства"". ",
6789,"ОТКРЫТЫЙ (ИСКРЕННИЙ, ОТКРОВЕННЫЙ)","ЧИСТОСЕРДЕЧНЫЙ, ИСКРЕННИЙ, ОТКРОВЕННЫЙ",,
6790,НЕПОСРЕДСТВЕННЫЙ (ОТКРОВЕННЫЙ И НЕПРИНУЖДЕННЫЙ),"ЧИСТОСЕРДЕЧНЫЙ, ИСКРЕННИЙ, ОТКРОВЕННЫЙ",,
6791,"ДУШЕВНЫЙ (ИСКРЕННИЙ, ДРУЖЕЛЮБНЫЙ)","ЧИСТОСЕРДЕЧНЫЙ, ИСКРЕННИЙ, ОТКРОВЕННЫЙ",,
6792,ПРЯМОЛИНЕЙНЫЙ (ОТКРОВЕННЫЙ),"ЧИСТОСЕРДЕЧНЫЙ, ИСКРЕННИЙ, ОТКРОВЕННЫЙ",,
6793,ВЫСОСАТЬ,ВЫТЯНУТЬ (УДАЛИТЬ),"он понял, что надо немедленно высосать яд, и впился в красное",
6794,"ВЫКАЧАТЬ, ОТКАЧАТЬ",ВЫТЯНУТЬ (УДАЛИТЬ),,
6795,МОРСКАЯ МИЛЯ,МИЛЯ,"зоной моря шириной 12 миль (морская миля равна 1, 852 км",
6796,ДЕКЛАМИРОВАТЬ (ЧИТАТЬ),ЧИТАТЬ (ИСПОЛНЯТЬ),"тем не менее она обожала декламировать, читать вслух газеты с выражением",
6797,РАЗБУХНУТЬ ОТ СЫРОСТИ,РАЗБУХНУТЬ (СИЛЬНО УВЕЛИЧИТЬСЯ),,
6798,БЫТОВКА ДЛЯ РАБОЧИХ,ПОДСОБКА (ПОДСОБНОЕ ПОМЕЩЕНИЕ),,
6799,НЕПОЛАДКИ В РАБОТЕ,НАРУШИТЬСЯ, Подобные неполадки в работе ICQ случились совсем,
6800,РАССТРОИТЬСЯ (НАРУШИТЬСЯ),НАРУШИТЬСЯ,,
6801,"ПЕРЕБОЙ, НАРУШЕНИЕ РИТМА",НАРУШИТЬСЯ,,
6802,ДИСБАЛАНС (НАРУШЕНИЕ ФУНКЦИОНИРОВАНИЯ),НАРУШИТЬСЯ,,
6803,ДИСФУНКЦИЯ ОРГАНОВ,НАРУШИТЬСЯ,,
6804,РАЗГЕРМЕТИЗАЦИЯ,НАРУШИТЬСЯ, Разгерметизация приводит к недопустимому увеличению радиоактивности,
6805,ДЕСТАБИЛИЗАЦИЯ,НАРУШИТЬСЯ, Дестабилизация бюджетов регионов в 2013 году,
6806,БОБИНА ДЛЯ НАМОТКИ,КАТУШКА ДЛЯ НАМОТКИ,,
6807,ЭЛЕКТРИЧЕСКИЙ ДРОССЕЛЬ,КАТУШКА ДЛЯ НАМОТКИ,,
6808,КАТУШКА НИТОК,КАТУШКА ДЛЯ НАМОТКИ,"незначительном объеме (один гвоздь ― металлоизделие, катушка ниток, колоски на сжатом поле",
6809,ПЫЛЕСОСИТЬ,СУХАЯ УБОРКА," Утром Люда начала пылесосить, отодвинула диван в кабинете и",
6810,ЗАУПОКОЙНАЯ СЛУЖБА,ТРЕБА (РЕЛИГИОЗНЫЙ ОБРЯД),остановились у церкви.  Там шла заупокойная служба.   ― В Монпелье на лекциях,
6811,КРЕСТИНЫ,ТРЕБА (РЕЛИГИОЗНЫЙ ОБРЯД),"Нельзя же встретить праздник, справить крестины, свадьбу без вина. ",
6812,ИСПОВЕДЬ (РЕЛИГИОЗНЫЙ ОБРЯД),ТРЕБА (РЕЛИГИОЗНЫЙ ОБРЯД),,
6813,ВЕНЧАНИЕ (ЦЕРКОВНЫЙ ОБРЯД),ТРЕБА (РЕЛИГИОЗНЫЙ ОБРЯД),,
6814,ОТПЕВАНИЕ,ТРЕБА (РЕЛИГИОЗНЫЙ ОБРЯД),"хотела пойти со всеми на отпевание и на похороны, но Павел",
6815,"ЧЕРЕДОВАТЬСЯ, СМЕНЯТЬСЯ ПО ОЧЕРЕДИ",ЗАМЕНИТЬ СОБОЙ,,
6816,"СМЕНИТЬСЯ, УСТУПИТЬ МЕСТО",ЗАМЕНИТЬ СОБОЙ,,
6817,СМЕНИТЬ (ЗАМЕНИТЬ СОБОЙ),ЗАМЕНИТЬ СОБОЙ,,
6818,ВЗАИМОЗАМЕНЯЕМОСТЬ,ЗАМЕНИТЬ СОБОЙ, Подобная взаимозаменяемость позволяет достигать стабильности и высокого,
6819,ОТОДВИНУТЬ НА ЗАДНИЙ ПЛАН,ЗАМЕНИТЬ СОБОЙ," Ну конечно, если отодвинуть на задний план (замять, отвлечь",
6820,ЗАМЕТАТЬ (ЗАШИТЬ),ЗАШИТЬ (СОЕДИНИТЬ ШВОМ),,
6821,ИЗГИБ (ДУГООБРАЗНОЕ ИСКРИВЛЕНИЕ),ДУГА (ЧАСТЬ КРИВОЙ ЛИНИИ),,
6822,РАДУГА,ДУГА (ЧАСТЬ КРИВОЙ ЛИНИИ)," А между ними ― радуга цветов, народов, языков и наречий",
6823,"СКЛЯНКА, ПУЗЫРЕК",СТЕКЛЯННАЯ ТАРА,,
6824,ОТБЛЕСК (БЛЕСК),"БЛЕСК (ЯРКИЙ, ИСКРЯЩИЙСЯ СВЕТ)",,
6825,ГЛЯНЕЦ (БЛЕСК ГЛАДКОЙ ПОВЕРХНОСТИ),"БЛЕСК (ЯРКИЙ, ИСКРЯЩИЙСЯ СВЕТ)",,
6826,ЛИБЕРАЛИЗМ (СНИСХОЖДЕНИЕ),СНИСХОЖДЕНИЕ,,
6827,ПОСЛАБЛЕНИЕ (ИЗЛИШНЯЯ СНИСХОДИТЕЛЬНОСТЬ),СНИСХОЖДЕНИЕ,,
6828,ПОЛЕВОЙ ГОСПИТАЛЬ,ГОСПИТАЛЬ,"четырёх километрах от баржи расположен полевой госпиталь, и в случае каких-нибудь",
6829,НАЛОГОВАЯ ЗАДОЛЖЕННОСТЬ,КРЕДИТОРСКАЯ ЗАДОЛЖЕННОСТЬ,"такова (по некоторым данным, суммарная налоговая задолженность российских предприятий бюджету превышает",
6830,КРЕМАЦИЯ,"ЖЕЧЬ, УНИЧТОЖАТЬ ОГНЕМ","считают, что в смысле безопасности кремация тела даже не является обязательной",
6831,ПЕРЕЖЕЧЬ (ИСПОРТИТЬ),"ЖЕЧЬ, УНИЧТОЖАТЬ ОГНЕМ",,
6832,КАЗНЬ ЧЕРЕЗ СОЖЖЕНИЕ,"ЖЕЧЬ, УНИЧТОЖАТЬ ОГНЕМ",,
6833,"ЛАТАТЬ, СТАВИТЬ ЗАПЛАТЫ",НАШИТЬ СВЕРХУ,,
6834,ЖИТЕЛЬ,ЧЕЛОВЕК,врачами скорой помощи доставлен 26-летний житель Саранска. ,
6835,НЕСОВЕРШЕННОЛЕТНИЕ ДЕТИ,ЧЕЛОВЕК,"а также некоторые другие факторы (несовершеннолетние дети, престарелые родители на содержании",
6836,ИНВАЛИД,ЧЕЛОВЕК,"передавали, что среди парашютистов был инвалид афганской войны, который прыгал на",
6837,"ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА",ЧЕЛОВЕК,,
6838,БЕЗРАБОТНЫЙ,ЧЕЛОВЕК,участие в которых может рассчитывать безработный. ,
6839,ГРАЖДАНИН,ЧЕЛОВЕК," [lafet, nick]   Государство баланса ― это где гражданин есть акционер. ",
6840,НЕРАБОТАЮЩЕЕ ЛИЦО,ЧЕЛОВЕК,,
6841,КРЕСТЬЯНИН,ЧЕЛОВЕК,"к 1720 г., когда крепостной крестьянин Сафон Согра (?), приписанный к Невьянскому",
6842,ВЕТЕРАН,ЧЕЛОВЕК,"Прежде здесь соревновались горнолыжники, однако ветеран-лыжник Павел Виролайнен проложил такую",
6843,БЫВШИЙ ВОЕННОСЛУЖАЩИЙ,ЧЕЛОВЕК,"порядкам право получения жилья имеет бывший военнослужащий, прослуживший не менее 10",
6844,ПЕНСИОНЕР,ЧЕЛОВЕК," От полученных побоев 70-летний пенсионер скончался, его жена до сих",
6845,"МУЖЧИНА, ЧЕЛОВЕК МУЖСКОГО ПОЛА",ЧЕЛОВЕК,"пальцев называется «кликкин», что значит мужчина, человек мужского пола. ",
6846,РАБОТНИК,ЧЕЛОВЕК,но кто в этом виноват?   Работник?   Тогда почему он должен нести,
6847,"СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК",ЧЕЛОВЕК,,
6848,ПРЕДПРИНИМАТЕЛЬ,ЧЕЛОВЕК,Каждый должен заниматься своим делом: Предприниматель Прохоров пахать на новый куршавель,
6849,ПЕРЕСЕЛЕНЕЦ,ЧЕЛОВЕК,"сибирака, как он себя называл, переселенец тридцатых годов с Украины в",
6850,ФИЗИЧЕСКОЕ ЛИЦО,ЧЕЛОВЕК,"это означает, что юридическое или физическое лицо приобретает в уполномоченной организации",
6851,РОДСТВЕННИК,ЧЕЛОВЕК,"этим слонёнком, который бесспорно какой-то родственник той слонихи с метлой, - такой",
6852,ОСУЖДЕННОЕ ЛИЦО,ЧЕЛОВЕК,быть передано или уже передано осужденное лицо для отбывания наказания; ,
6853,ПРИСЯЖНЫЙ ЗАСЕДАТЕЛЬ,ЧЕЛОВЕК,"Мамадышский, Лаишевский, Тетюшский) каждый четвёртый присяжный заседатель был мусульманином, а в",
6854,ПЕШЕХОД,ЧЕЛОВЕК, 4. 12. Пешеход часть пути прошёл со скоростью,
6855,УМЕРШЕЕ ЛИЦО,ЧЕЛОВЕК,"вопрос содержал какую-нибудь каверзу, тогда умершее лицо отругивалось, нехорошими словами обзывая",
6856,БОЛЬНОЙ ЧЕЛОВЕК,ЧЕЛОВЕК,конкретно плач Паниковского: «Я старый больной человек! ,
6857,РЕСПОНДЕНТ,ЧЕЛОВЕК,оценку «средне» высказался каждый третий респондент (34%). ,
6858,ПЬЯНЫЙ ЧЕЛОВЕК,ЧЕЛОВЕК,"ребёнком, бабушкой и пуделем, затем пьяный человек в сопровождении двух женщин",
6859,ПОНЯТОЙ,ЧЕЛОВЕК,"ней и повторили, что я понятой. ",
6860,ЧЛЕН ПАРТИИ,ЧЕЛОВЕК," ― ""Какая?  ""― "" Я член партии"".   Парень был принят на",
6861,УЧАСТНИК ВООРУЖЕННОГО ФОРМИРОВАНИЯ,ЧЕЛОВЕК,,
6862,СПОРТИВНЫЙ АРБИТР,ЧЕЛОВЕК,,
6863,РУКОВОДИТЕЛЬ,ЧЕЛОВЕК," [IvanVS, nick]   Насколько руководитель должен быть умнее своих подчиненных",
6864,ПРЕДШЕСТВЕННИК,ЧЕЛОВЕК,"учение о ""шишках головы"" придумал предшественник Фрейда Франц-Иосиф Галль (1758-1828",
6865,ПОСЕТИТЕЛЬ,ЧЕЛОВЕК,"заходить не следует, то пожилой посетитель начнёт допытываться у экскурсоводши, за",
6866,ОЧЕВИДЕЦ,ЧЕЛОВЕК,"много программ производства ""ВиДа"": "" Вы очевидец"""" Катастрофы недели"", программа Политковского. ",
6867,ПОСЛЕДОВАТЕЛЬ,ЧЕЛОВЕК,"могли спрашивать, кто был типа последователь. ",
6868,ДВОРЯНИН,ЧЕЛОВЕК,"в 1837 году, когда французский дворянин Тьерри Эрмес открыл шорное производство",
6869,ИСКОПАЕМЫЙ ЧЕЛОВЕК,ЧЕЛОВЕК,"лет.  Ах, кержак ты эдакий, ископаемый человек!  Ведь пора уже кое-что",
6870,ПЛОХОЙ ЧЕЛОВЕК,ЧЕЛОВЕК,"отняло её покой: ""Это очень плохой человек. ",
6871,СОЗДАТЕЛЬ,ЧЕЛОВЕК,"в мире языков символьного кодирования, создатель первого в СССР транслятора с",
6872,ЕЗДОК,ЧЕЛОВЕК, Ездок экипирован по всем правилам походника,
6873,МСТИТЕЛЬ,ЧЕЛОВЕК,"грозный судия, не знающий пощады мститель, предопределивший на вечную погибель и",
